Date,Campaign_Type,Campaign,Ad_Group,Keyword,Match_Type,Impressions,Clicks,Cost_COP,Conversions,Quality_Score
2026-08-01,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,109,1,$2.891,0,5
2026-08-01,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,98,1,$3.407,0,3
2026-08-01,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,121,1,$3.384,0,4
2026-08-01,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,120,1,$3.507,0,3
2026-08-01,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,82,1,$2.852,0,5
2026-08-02,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,440,59,$53.500,5,10
2026-08-02,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,198,19,$21.268,2,10
2026-08-02,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,73,7,$6.120,1,9
2026-08-02,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,71,8,$7.360,1,10
2026-08-02,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,63,5,$5.137,0,10
2026-08-02,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,50,4,$4.663,0,9
2026-08-02,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.582,42,$74.688,1,7
2026-08-02,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,699,17,$36.710,0,6
2026-08-02,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,460,18,$32.682,1,7
2026-08-02,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,1.035,23,$45.074,1,7
2026-08-02,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,802,15,$34.428,0,6
2026-08-02,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,555,15,$30.367,1,8
2026-08-02,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,603,26,$40.490,1,6
2026-08-02,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,411,11,$19.466,0,5
2026-08-02,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,217,6,$10.681,0,7
2026-08-02,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,703,13,$25.757,0,6
2026-08-02,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,441,11,$19.469,0,6
2026-08-02,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,213,4,$7.798,0,6
2026-08-02,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,184,2,$6.488,0,3
2026-08-02,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,113,1,$2.764,0,4
2026-08-02,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,96,1,$3.206,0,4
2026-08-02,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,169,2,$6.613,0,5
2026-08-02,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,145,1,$3.365,0,3
2026-08-02,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,66,1,$3.230,0,3
2026-08-03,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,720,76,$71.916,10,10
2026-08-03,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,377,32,$30.478,2,9
2026-08-03,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,120,16,$14.643,2,10
2026-08-03,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,123,14,$14.725,1,9
2026-08-03,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,83,8,$8.706,1,9
2026-08-03,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,40,3,$3.782,0,9
2026-08-03,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.834,51,$88.979,2,6
2026-08-03,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,1.342,33,$74.064,1,6
2026-08-03,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,558,23,$37.159,1,8
2026-08-03,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,1.174,31,$57.651,1,7
2026-08-03,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,1.005,23,$46.742,0,5
2026-08-03,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,462,14,$26.024,0,6
2026-08-03,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,886,35,$55.505,2,6
2026-08-03,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,702,16,$32.432,0,7
2026-08-03,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,282,11,$20.420,1,6
2026-08-03,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,1.086,19,$37.884,0,6
2026-08-03,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,586,15,$28.497,1,5
2026-08-03,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,275,6,$12.311,0,6
2026-08-03,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,286,3,$9.495,0,3
2026-08-03,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,184,2,$5.693,0,5
2026-08-03,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,115,1,$3.161,0,3
2026-08-03,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,163,2,$6.391,0,4
2026-08-03,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,135,1,$3.491,0,4
2026-08-03,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,84,1,$3.164,0,3
2026-08-04,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,624,74,$66.955,7,10
2026-08-04,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,370,39,$41.115,3,9
2026-08-04,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,130,20,$17.052,2,9
2026-08-04,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,83,7,$6.741,1,10
2026-08-04,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,85,7,$7.201,1,10
2026-08-04,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,48,4,$4.443,0,9
2026-08-04,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.716,48,$90.559,1,6
2026-08-04,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,1.239,24,$50.879,1,7
2026-08-04,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,462,14,$24.232,0,6
2026-08-04,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,1.150,34,$63.068,1,6
2026-08-04,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,979,21,$48.693,1,7
2026-08-04,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,744,25,$46.023,1,7
2026-08-04,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,1.106,47,$76.472,2,7
2026-08-04,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,593,13,$23.324,0,6
2026-08-04,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,378,12,$19.383,0,6
2026-08-04,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,1.251,20,$40.750,1,6
2026-08-04,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,502,11,$19.353,0,6
2026-08-04,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,260,4,$8.399,0,6
2026-08-04,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,236,2,$6.962,0,5
2026-08-04,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,132,1,$2.958,0,5
2026-08-04,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,144,1,$3.358,0,3
2026-08-04,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,201,3,$9.504,0,5
2026-08-04,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,108,1,$3.455,0,4
2026-08-04,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,108,1,$2.663,0,4
2026-08-05,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,469,43,$39.745,4,10
2026-08-05,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,291,29,$31.040,2,10
2026-08-05,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,150,23,$18.702,3,9
2026-08-05,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,86,8,$8.258,1,9
2026-08-05,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,81,6,$6.309,0,8
2026-08-05,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,62,5,$5.373,0,9
2026-08-05,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.705,57,$115.972,3,6
2026-08-05,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,1.112,22,$43.022,1,7
2026-08-05,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,620,17,$31.132,1,8
2026-08-05,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,1.653,46,$84.757,2,7
2026-08-05,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,964,18,$39.457,1,5
2026-08-05,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,633,17,$30.715,1,8
2026-08-05,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,932,34,$59.321,2,6
2026-08-05,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,520,12,$24.209,0,6
2026-08-05,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,428,16,$25.812,1,8
2026-08-05,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,1.183,20,$39.237,1,6
2026-08-05,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,432,14,$27.229,0,5
2026-08-05,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,387,9,$19.166,0,5
2026-08-05,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,315,4,$12.886,0,5
2026-08-05,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,152,2,$5.562,0,3
2026-08-05,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,131,1,$3.241,0,3
2026-08-05,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,185,2,$6.579,0,5
2026-08-05,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,121,1,$3.117,0,4
2026-08-05,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,114,1,$3.062,0,4
2026-08-06,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,555,57,$51.123,4,9
2026-08-06,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,365,35,$37.191,3,10
2026-08-06,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,127,20,$18.891,3,10
2026-08-06,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,122,10,$10.754,1,9
2026-08-06,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,78,6,$7.099,1,8
2026-08-06,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,68,5,$5.405,0,9
2026-08-06,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.471,38,$68.993,1,7
2026-08-06,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,1.104,22,$42.252,1,5
2026-08-06,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,369,14,$22.554,1,6
2026-08-06,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,1.179,27,$57.899,1,5
2026-08-06,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,630,13,$26.164,0,7
2026-08-06,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,585,18,$33.184,0,6
2026-08-06,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,889,37,$60.021,2,7
2026-08-06,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,785,23,$39.435,1,5
2026-08-06,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,394,12,$19.850,1,8
2026-08-06,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,1.145,19,$40.488,0,6
2026-08-06,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,618,20,$39.246,1,5
2026-08-06,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,406,10,$21.376,0,5
2026-08-06,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,309,3,$9.133,0,5
2026-08-06,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,174,3,$9.222,0,5
2026-08-06,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,109,1,$3.108,0,4
2026-08-06,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,205,2,$6.657,0,4
2026-08-06,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,174,2,$6.249,0,4
2026-08-06,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,113,1,$3.139,0,3
2026-08-07,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,803,106,$98.515,12,9
2026-08-07,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,263,24,$25.950,2,9
2026-08-07,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,108,12,$10.316,2,10
2026-08-07,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,95,11,$10.802,1,8
2026-08-07,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,64,5,$5.576,1,9
2026-08-07,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,41,4,$4.648,0,8
2026-08-07,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.694,47,$80.600,1,6
2026-08-07,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,899,25,$53.528,1,5
2026-08-07,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,411,16,$25.248,1,8
2026-08-07,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,1.264,30,$58.526,1,6
2026-08-07,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,959,22,$51.884,1,5
2026-08-07,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,664,20,$36.410,1,7
2026-08-07,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,1.027,37,$56.113,2,8
2026-08-07,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,529,12,$23.550,0,6
2026-08-07,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,347,11,$18.081,1,8
2026-08-07,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,1.408,26,$58.446,1,6
2026-08-07,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,617,15,$24.473,1,5
2026-08-07,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,302,5,$11.265,0,5
2026-08-07,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,255,3,$9.584,0,5
2026-08-07,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,135,2,$6.029,0,3
2026-08-07,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,148,1,$3.261,0,4
2026-08-07,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,161,2,$6.713,0,4
2026-08-07,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,150,2,$6.371,0,4
2026-08-07,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,89,1,$2.805,0,4
2026-08-08,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,623,62,$57.067,9,9
2026-08-08,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,214,24,$24.978,3,10
2026-08-08,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,85,10,$9.108,1,10
2026-08-08,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,103,9,$9.354,1,8
2026-08-08,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,60,4,$4.381,0,10
2026-08-08,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,40,3,$3.788,0,9
2026-08-08,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.316,39,$72.898,1,7
2026-08-08,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,697,18,$39.850,1,7
2026-08-08,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,364,13,$22.186,0,6
2026-08-08,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,842,22,$42.869,1,7
2026-08-08,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,638,13,$28.510,0,6
2026-08-08,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,551,18,$36.537,1,7
2026-08-08,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,755,26,$43.994,1,7
2026-08-08,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,522,11,$19.238,0,7
2026-08-08,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,260,8,$13.844,0,6
2026-08-08,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,980,16,$34.448,0,5
2026-08-08,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,420,9,$17.693,0,7
2026-08-08,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,273,5,$11.702,0,5
2026-08-08,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,219,2,$5.980,0,4
2026-08-08,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,133,2,$6.172,0,5
2026-08-08,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,98,1,$3.520,0,4
2026-08-08,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,190,3,$9.982,0,5
2026-08-08,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,142,1,$3.172,0,4
2026-08-08,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,94,1,$2.754,0,5
2026-08-09,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,647,67,$60.086,7,9
2026-08-09,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,232,26,$28.452,3,9
2026-08-09,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,98,12,$11.224,1,9
2026-08-09,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,68,6,$6.108,1,10
2026-08-09,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,50,3,$3.057,0,10
2026-08-09,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,45,3,$3.560,0,8
2026-08-09,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.325,40,$74.668,1,7
2026-08-09,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,688,15,$33.958,1,7
2026-08-09,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,445,16,$26.127,1,8
2026-08-09,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,1.239,28,$51.804,1,6
2026-08-09,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,574,12,$24.703,0,7
2026-08-09,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,607,15,$30.946,0,7
2026-08-09,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,690,33,$56.091,1,8
2026-08-09,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,442,13,$22.247,1,5
2026-08-09,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,258,11,$19.236,1,7
2026-08-09,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,1.127,20,$37.234,1,6
2026-08-09,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,500,15,$28.190,1,5
2026-08-09,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,240,4,$8.071,0,6
2026-08-09,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,171,2,$6.985,0,4
2026-08-09,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,111,1,$2.790,0,5
2026-08-09,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,81,0,$0,0,3
2026-08-09,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,180,2,$6.533,0,3
2026-08-09,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,95,1,$3.298,0,4
2026-08-09,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,95,1,$2.868,0,3
2026-08-10,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit,Exact,524,70,$65.226,6,9
2026-08-10,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit colombia,Phrase,290,25,$23.707,2,10
2026-08-10,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit tienda oficial,Phrase,157,25,$21.282,3,10
2026-08-10,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit medellin,Phrase,79,7,$7.507,1,10
2026-08-10,Brand,NovaFit - Brand,NovaFit Brand Terms,tienda novafit,Phrase,69,6,$6.676,0,8
2026-08-10,Brand,NovaFit - Brand,NovaFit Brand Terms,novafit gimnasio,Phrase,52,4,$4.800,0,8
2026-08-10,Category,NovaFit - Category,Leggings,leggings deportivos mujer,Phrase,1.732,59,$105.360,3,8
2026-08-10,Category,NovaFit - Category,Leggings,leggings gimnasio,Broad,1.370,27,$51.138,1,6
2026-08-10,Category,NovaFit - Category,Leggings,leggings compresion,Phrase,449,14,$26.872,1,6
2026-08-10,Category,NovaFit - Category,Training Shoes,tenis para entrenar,Phrase,1.290,34,$69.408,1,7
2026-08-10,Category,NovaFit - Category,Training Shoes,zapatillas training mujer,Broad,845,16,$33.656,0,5
2026-08-10,Category,NovaFit - Category,Training Shoes,tenis crossfit,Phrase,718,18,$35.418,1,8
2026-08-10,Category,NovaFit - Category,Gym Membership,membresia gimnasio medellin,Phrase,1.254,60,$99.920,3,8
2026-08-10,Category,NovaFit - Category,Gym Membership,gimnasio mensualidad,Broad,570,15,$27.351,1,5
2026-08-10,Category,NovaFit - Category,Gym Membership,plan gimnasio mensual,Phrase,314,12,$20.514,1,7
2026-08-10,Category,NovaFit - Category,Supplements,proteina whey precio,Broad,1.410,29,$63.772,1,6
2026-08-10,Category,NovaFit - Category,Supplements,suplementos gimnasio colombia,Phrase,617,18,$29.518,1,7
2026-08-10,Category,NovaFit - Category,Supplements,batido proteina gimnasio,Broad,399,9,$19.780,0,5
2026-08-10,Competitor,NovaFit - Competitor,FitZone,fitzone colombia,Phrase,366,6,$19.067,0,4
2026-08-10,Competitor,NovaFit - Competitor,FitZone,fitzone medellin,Phrase,174,2,$5.960,0,5
2026-08-10,Competitor,NovaFit - Competitor,FitZone,fitzone gimnasio precios,Broad,156,2,$7.394,0,4
2026-08-10,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics tienda,Phrase,169,2,$6.344,0,3
2026-08-10,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics ropa deportiva,Broad,119,1,$3.357,0,3
2026-08-10,Competitor,NovaFit - Competitor,UrbanAthletics,urbanathletics colombia,Phrase,118,2,$6.483,0,3
